alpha,mood,price,PRICE_MOCK,CAPE_MOCK
0.007968757707003341,0.08496350256802623,0.09293226027502957,3447.17913165275,33.24820572069794
0.00847820732029625,-0.007704732882546809,0.0007734744377494406,3449.8464680186944,32.99302150228722
0.00461633836834702,-0.020071321334136055,-0.015454982965789035,3396.9390443889956,32.33740947548905
0.0013656040592440566,-0.020470286046798826,-0.01910468198755477,3332.6575976693193,31.682182673501114
0.006957032836497412,-0.0660887419294584,-0.05913170909296099,3141.3051109110797,29.656037198052474
0.009099500172516928,-0.04152627184934617,-0.032426771676829245,3041.076553914907,28.449752137393293
0.007508253765822105,0.043602100393306815,0.05111035415912892,3200.5476521688743,29.71766198568678
0.009635842416528335,0.007299063156786453,0.016934905573314788,3255.2101703460485,29.93536663082849
0.012095692960086515,0.015470837129962327,0.027566530090048842,3346.193302545206,30.402092825791666
0.0011211438002352025,-0.03329217725606639,-0.03217103345583119,3240.2559988476955,29.40660390501221
0.011849988790484519,-0.0027284153820650277,0.00912157340841949,3269.947442275608,29.326479830167923
-0.00012322345772405614,-0.009325881577779393,-0.00944910503550345,3239.194886311668,29.05425588928335
0.004812354438055853,-0.07012811792712816,-0.06531576348907231,3034.385835952337,27.086538139702796
-0.004086920641653595,-0.025502544265048565,-0.02958946490670216,2945.9153349727558,26.404496367168665
-0.0025910342088658993,-0.008581981499032915,-0.011173015707898814,2913.1837722994137,26.17886304319078
0.004550559847130696,-0.00680562531812686,-0.0022550654709961636,2906.621753835295,26.001304394207352
0.00305162797329685,0.013003698313108495,0.016055326286405346,2953.6651525010902,26.341625432786074
0.002281384014437475,0.005788661157709583,0.008070045172147058,2977.5978026032776,26.49455036504271
0.005935309572615215,-0.03207851317265195,-0.026143203600036736,2900.76259242741,25.65813183735328
0.008076888879374928,-0.008417288182530857,-0.0003403993031559291,2899.775342901385,25.443066351334124
0.0021629798897601317,0.042183062956389954,0.04434604284615008,3031.2628318209477,26.539291336762442
0.010513844992115207,0.08641395878894478,0.09692780378105999,3339.787267696734,28.934662926753823
0.0027614132083252176,0.013514719029324872,0.01627613223765009,3394.5908724290157,29.328361134427837
0.0030196221401688397,-0.004781036529635557,-0.0017614143894667178,3388.6168541254415,29.188475833318773
0.007010742493071672,0.014288219714436065,0.021298962207507738,3461.5649784117113,29.608520891087387
0.0025516094729601782,-0.031365231559401255,-0.028813622086441077,3363.2479895827196,28.694255796974726
0.004373977985398354,-0.04093845691220399,-0.03656447892680564,3242.4936916827746,27.543277622303012
-0.0013022680310285101,0.0028555636596597485,0.0015532956286312383,3247.5341566125617,27.62204160921682
0.009608345349581375,-0.04286188583637625,-0.03325354048679487,3141.317967843498,26.463122954080596
0.004953118748601109,-0.018464620412430067,-0.013511501663828957,3099.159498380786,25.978974993425854
0.01560835528965867,-0.058537665075642994,-0.042929309785984325,2968.930050016159,24.501881039103495
0.006143454713826754,0.046008271212442,0.05215172592626875,3127.8734393996706,25.655504857609642
0.006687998616570936,-0.042696309732301145,-0.03600831111573021,3017.247675761736,24.583164855429544
0.004454357099952143,-0.023366843945800096,-0.018912486845847953,2960.720240862244,24.0153932278862
0.009503352473658013,0.019805744387572648,0.029309096861230663,3048.78045614694,24.49577744790197
0.0042080719623739295,0.015829628759707035,0.020037700722080963,3110.487172210399,24.886621810307837
0.006567723163189765,0.03177958065378345,0.03834730381697322,3232.0824949258836,25.690209423764383
0.009993184510809654,0.060759926315667234,0.0707531108264769,3469.046511248824,27.2995410135965
0.01119737815626819,0.00040666801070140336,0.011604046166969594,3509.535953461697,27.31064512132323
